species_id,種族名,属性,種族値合計,特性,生態,Lv,move_id,技名,技属性,分類,威力,命中,PP,多段
001,モコロン,無,210,けいかいかん,,13,beam_slicer,ビームスライサー,竜,特殊,65,100,9,
002,ツッパニャン,無,210,けいかいかん,,1,MV_162,いかく,無,変化,0,100,15,
002,ツッパニャン,無,210,けいかいかん,,1,MV_163,きあいため,無,変化,0,100,15,
002,ツッパニャン,無,210,けいかいかん,,3,air_cannon,エアーキャノン,無,特殊,15,100,42,
002,ツッパニャン,無,210,けいかいかん,,3,mvn_001,はっこう,無,特殊,15,85,36,
002,ツッパニャン,無,210,けいかいかん,,3,mvn_078,りゅうが,竜,特殊,15,100,36,
002,ツッパニャン,無,210,けいかいかん,,4,MV_119,りゅうきだん,竜,特殊,20,100,39,
002,ツッパニャン,無,210,けいかいかん,,4,dragon_cannon,ドラゴンキャノン,竜,特殊,20,100,39,
002,ツッパニャン,無,210,けいかいかん,,4,mvn_002,むそう,無,特殊,20,85,34,
002,ツッパニャン,無,210,けいかいかん,,4,power_shot,パワーショット,無,特殊,20,100,39,
002,ツッパニャン,無,210,けいかいかん,,5,MV_118,しょうりゅうだん,竜,特殊,25,100,36,
002,ツッパニャン,無,210,けいかいかん,,5,MV_147,エナジーショット,無,特殊,25,100,36,
002,ツッパニャン,無,210,けいかいかん,,5,MV_160,きゅうしょねらい,無,特殊,25,100,28,
002,ツッパニャン,無,210,けいかいかん,,5,mvn_079,りゅうりんげき,竜,特殊,25,100,34,
002,ツッパニャン,無,210,けいかいかん,,6,mvn_003,くうめい,無,特殊,30,90,32,
002,ツッパニャン,無,210,けいかいかん,,6,mvn_004,そげき,無,特殊,30,90,30,
002,ツッパニャン,無,210,けいかいかん,,6,mvn_080,りゅうみゃくだ,竜,特殊,30,100,32,
002,ツッパニャン,無,210,けいかいかん,,6,mvn_082,りゅうそう,竜,特殊,30,100,28,
002,ツッパニャン,無,210,けいかいかん,,7,MV_120,りゅうがんほう,竜,特殊,35,100,39,
002,ツッパニャン,無,210,けいかいかん,,7,MV_148,こうだん,無,特殊,35,100,33,
002,ツッパニャン,無,210,けいかいかん,,7,MV_149,くうあつほう,無,特殊,35,100,30,
002,ツッパニャン,無,210,けいかいかん,,7,dragon_burst,ドラゴンバースト,竜,特殊,35,100,33,
002,ツッパニャン,無,210,けいかいかん,,8,MV_117,りゅうりんとばし,竜,特殊,40,100,30,
002,ツッパニャン,無,210,けいかいかん,,8,mvn_081,りゅうそくだん,竜,特殊,40,100,30,
002,ツッパニャン,無,210,けいかいかん,,9,dragon_breath,ドラゴンブレス,竜,特殊,45,100,27,
002,ツッパニャン,無,210,けいかいかん,,9,mvn_083,りゅうもん,竜,特殊,45,100,26,
002,ツッパニャン,無,210,けいかいかん,,10,mvn_084,りゅうい,竜,特殊,50,100,24,
002,ツッパニャン,無,210,けいかいかん,,10,mvn_085,りゅうせい,竜,特殊,50,100,24,
002,ツッパニャン,無,210,けいかいかん,,11,mvn_086,りゅうせん,竜,特殊,55,100,24,
002,ツッパニャン,無,210,けいかいかん,,11,mvn_087,りゅうりん,竜,特殊,55,100,21,
002,ツッパニャン,無,210,けいかいかん,,12,MV_115,ようりゅうのほうこう,竜,特殊,60,100,24,
002,ツッパニャン,無,210,けいかいかん,,12,blast_cannon,ブラストキャノン,竜,特殊,60,100,18,
002,ツッパニャン,無,210,けいかいかん,,13,beam_slicer,ビームスライサー,竜,特殊,65,100,9,
003,タマコッコ,無,180,きょうしんぞう,,1,MV_163,きあいため,無,変化,0,100,15,
003,タマコッコ,無,180,きょうしんぞう,,1,MV_164,しゅうちゅう,無,変化,0,100,15,
003,タマコッコ,無,180,きょうしんぞう,,3,air_cannon,エアーキャノン,無,特殊,15,100,42,
003,タマコッコ,無,180,きょうしんぞう,,3,mvn_001,はっこう,無,特殊,15,85,36,
003,タマコッコ,無,180,きょうしんぞう,,3,mvn_078,りゅうが,竜,特殊,15,100,36,
003,タマコッコ,無,180,きょうしんぞう,,4,MV_119,りゅうきだん,竜,特殊,20,100,39,
003,タマコッコ,無,180,きょうしんぞう,,4,dragon_cannon,ドラゴンキャノン,竜,特殊,20,100,39,
003,タマコッコ,無,180,きょうしんぞう,,4,mvn_002,むそう,無,特殊,20,85,34,
003,タマコッコ,無,180,きょうしんぞう,,4,power_shot,パワーショット,無,特殊,20,100,39,
003,タマコッコ,無,180,きょうしんぞう,,5,MV_118,しょうりゅうだん,竜,特殊,25,100,36,
003,タマコッコ,無,180,きょうしんぞう,,5,MV_147,エナジーショット,無,特殊,25,100,36,
003,タマコッコ,無,180,きょうしんぞう,,5,MV_160,きゅうしょねらい,無,特殊,25,100,28,
003,タマコッコ,無,180,きょうしんぞう,,5,mvn_079,りゅうりんげき,竜,特殊,25,100,34,
003,タマコッコ,無,180,きょうしんぞう,,6,mvn_003,くうめい,無,特殊,30,90,32,
003,タマコッコ,無,180,きょうしんぞう,,6,mvn_004,そげき,無,特殊,30,90,30,
003,タマコッコ,無,180,きょうしんぞう,,6,mvn_080,りゅうみゃくだ,竜,特殊,30,100,32,
003,タマコッコ,無,180,きょうしんぞう,,6,mvn_082,りゅうそう,竜,特殊,30,100,28,
003,タマコッコ,無,180,きょうしんぞう,,7,MV_120,りゅうがんほう,竜,特殊,35,100,39,
003,タマコッコ,無,180,きょうしんぞう,,7,MV_148,こうだん,無,特殊,35,100,33,
003,タマコッコ,無,180,きょうしんぞう,,7,MV_149,くうあつほう,無,特殊,35,100,30,
003,タマコッコ,無,180,きょうしんぞう,,7,dragon_burst,ドラゴンバースト,竜,特殊,35,100,33,
003,タマコッコ,無,180,きょうしんぞう,,8,MV_117,りゅうりんとばし,竜,特殊,40,100,30,
003,タマコッコ,無,180,きょうしんぞう,,8,mvn_081,りゅうそくだん,竜,特殊,40,100,30,
003,タマコッコ,無,180,きょうしんぞう,,9,dragon_breath,ドラゴンブレス,竜,特殊,45,100,27,
003,タマコッコ,無,180,きょうしんぞう,,9,mvn_083,りゅうもん,竜,特殊,45,100,26,
003,タマコッコ,無,180,きょうしんぞう,,10,mvn_084,りゅうい,竜,特殊,50,100,24,
003,タマコッコ,無,180,きょうしんぞう,,10,mvn_085,りゅうせい,竜,特殊,50,100,24,
003,タマコッコ,無,180,きょうしんぞう,,11,mvn_086,りゅうせん,竜,特殊,55,100,24,
003,タマコッコ,無,180,きょうしんぞう,,11,mvn_087,りゅうりん,竜,特殊,55,100,21,
003,タマコッコ,無,180,きょうしんぞう,,12,MV_115,ようりゅうのほうこう,竜,特殊,60,100,24,
003,タマコッコ,無,180,きょうしんぞう,,12,blast_cannon,ブラストキャノン,竜,特殊,60,100,18,
003,タマコッコ,無,180,きょうしんぞう,,13,beam_slicer,ビームスライサー,竜,特殊,65,100,9,
003,タマコッコ,無,180,きょうしんぞう,,13,mvn_088,りゅうしん,竜,特殊,65,100,18,
003,タマコッコ,無,180,きょうしんぞう,,14,MV_114,らせんりゅうは,竜,特殊,70,100,18,
004,クルリス,草,215,こうふん,,3,mvn_023,せいりゅう,水,特殊,15,100,36,
004,クルリス,草,215,こうふん,,3,mvn_056,りょくよう,草,特殊,15,100,36,
004,クルリス,草,215,こうふん,,3,mvn_057,つたげき,草,特殊,15,100,34,
004,クルリス,草,215,こうふん,,4,mvn_024,みずかがみ,水,特殊,20,100,34,
004,クルリス,草,215,こうふん,,4,mvn_058,ようみゃく,草,特殊,20,100,32,
004,クルリス,草,215,こうふん,,4,mvs_grass_accuracy_evasion,しんりょくのまなこ,草,変化,0,100,15,
004,クルリス,草,215,こうふん,,4,mvs_grass_def_crit,しんりょくのよろい,草,変化,0,100,15,
004,クルリス,草,215,こうふん,,4,water_jet,ウォータージェット,水,特殊,20,100,39,
004,クルリス,草,215,こうふん,,4,wind_cutter,ウィンドカッター,草,特殊,20,100,39,
004,クルリス,草,215,こうふん,,5,MV_285,くさむすび,草,特殊,25,100,28,
004,クルリス,草,215,こうふん,,5,aqua_gun,アクアショット,水,特殊,25,100,36,
004,クルリス,草,215,こうふん,,5,mvh_water,らんりゅうれんだ,水,物理,25,95,15,2〜5発
004,クルリス,草,215,こうふん,,5,mvn_025,しおさい,水,特殊,25,100,32,
004,クルリス,草,215,こうふん,,5,mvn_060,そうもん,草,特殊,25,100,28,
004,クルリス,草,215,こうふん,,6,MV_225,すいほうだん,水,特殊,30,100,36,
004,クルリス,草,215,こうふん,,6,multi_cutter,マルチカッター,草,特殊,30,100,30,
004,クルリス,草,215,こうふん,,6,mvn_026,てきげき,水,特殊,30,100,30,
004,クルリス,草,215,こうふん,,6,mvn_059,わかば,草,特殊,30,100,30,
004,クルリス,草,215,こうふん,,7,MV_212,みずでっぽう,水,物理,35,100,36,
004,クルリス,草,215,こうふん,,7,MV_215,ウォーターカッター,水,特殊,35,100,30,
004,クルリス,草,215,こうふん,,7,MV_226,すいふんしゃ,水,特殊,35,100,30,
004,クルリス,草,215,こうふん,,7,MV_284,リーフカッター,草,特殊,35,100,30,
004,クルリス,草,215,こうふん,,7,seed_machinegun,シードマシンガン,草,特殊,35,100,33,
004,クルリス,草,215,こうふん,,8,bubble_shot,バブルショット,水,特殊,40,100,30,
004,クルリス,草,215,こうふん,,8,mvn_027,すいもん,水,特殊,40,100,28,
004,クルリス,草,215,こうふん,,9,mvn_028,ひまつ,水,特殊,45,100,26,
004,クルリス,草,215,こうふん,,9,mvn_029,すいみゃく,水,特殊,45,100,24,
004,クルリス,草,215,こうふん,,10,mvn_030,へきは,水,特殊,50,100,24,
004,クルリス,草,215,こうふん,,10,mvn_031,しずくだん,水,特殊,50,100,24,
004,クルリス,草,215,こうふん,,11,MV_217,アクアランス,水,特殊,55,100,24,
004,クルリス,草,215,こうふん,,11,MV_218,みずばしら,水,特殊,55,100,21,
004,クルリス,草,215,こうふん,,12,MV_229,しおふき,水,特殊,60,100,21,
004,クルリス,草,215,こうふん,,12,line_splash,ラインスプラッシュ,水,特殊,60,100,21,
004,クルリス,草,215,こうふん,,13,acid_rain,アシッドレイン,水,特殊,65,100,24,
005,カモノスケ,水,200,けいかいかん,,3,mvn_023,せいりゅう,水,特殊,15,100,36,
005,カモノスケ,水,200,けいかいかん,,3,mvn_045,どかい,地,特殊,15,100,36,
005,カモノスケ,水,200,けいかいかん,,3,mvn_046,がんばん,地,特殊,15,100,34,
005,カモノスケ,水,200,けいかいかん,,4,MV_280,すなしばり,地,特殊,20,100,28,
005,カモノスケ,水,200,けいかいかん,,4,mud_shot,マッドシュート,地,特殊,20,100,36,
005,カモノスケ,水,200,けいかいかん,,4,mvn_024,みずかがみ,水,特殊,20,100,34,
005,カモノスケ,水,200,けいかいかん,,4,mvs_water_def_evasion,みなものころも,水,変化,0,100,15,
005,カモノスケ,水,200,けいかいかん,,4,water_jet,ウォータージェット,水,特殊,20,100,39,
005,カモノスケ,水,200,けいかいかん,,5,MV_277,さだん,地,特殊,25,100,30,
005,カモノスケ,水,200,けいかいかん,,5,aqua_gun,アクアショット,水,特殊,25,100,36,
005,カモノスケ,水,200,けいかいかん,,5,mvh_ground,がんせきらんだ,地,物理,25,95,15,2〜5発
005,カモノスケ,水,200,けいかいかん,,5,mvn_025,しおさい,水,特殊,25,100,32,
005,カモノスケ,水,200,けいかいかん,,5,mvn_047,ちみゃく,地,特殊,25,100,32,
005,カモノスケ,水,200,けいかいかん,,6,MV_225,すいほうだん,水,特殊,30,100,36,
005,カモノスケ,水,200,けいかいかん,,6,mvn_026,てきげき,水,特殊,30,100,30,
005,カモノスケ,水,200,けいかいかん,,6,mvn_048,さいど,地,特殊,30,100,30,
005,カモノスケ,水,200,けいかいかん,,6,stone_blast,ストーンブラスト,地,特殊,30,100,33,
005,カモノスケ,水,200,けいかいかん,,7,MV_215,ウォーターカッター,水,特殊,35,100,30,
005,カモノスケ,水,200,けいかいかん,,7,MV_226,すいふんしゃ,水,特殊,35,100,30,
005,カモノスケ,水,200,けいかいかん,,7,MV_256,いしつぶて,地,物理,35,100,36,
005,カモノスケ,水,200,けいかいかん,,7,MV_261,つちけむり,地,特殊,35,100,28,
005,カモノスケ,水,200,けいかいかん,,7,MV_267,いわなげ,地,特殊,35,100,30,
005,カモノスケ,水,200,けいかいかん,,7,mvw_rain,あまごい,水,変化,0,100,16,
005,カモノスケ,水,200,けいかいかん,,8,MV_269,じめんつきあげ,地,特殊,40,100,27,
005,カモノスケ,水,200,けいかいかん,,8,bubble_shot,バブルショット,水,特殊,40,100,30,
005,カモノスケ,水,200,けいかいかん,,8,mvn_049,ちい,地,特殊,40,100,28,
005,カモノスケ,水,200,けいかいかん,,9,mvn_050,がんぺん,地,特殊,45,100,26,
005,カモノスケ,水,200,けいかいかん,,9,stone_cannon,ストーンキャノン,地,特殊,45,100,27,
005,カモノスケ,水,200,けいかいかん,,10,mvn_051,つちかべ,地,特殊,50,100,24,
005,カモノスケ,水,200,けいかいかん,,10,mvn_052,じがため,地,特殊,50,100,24,
005,カモノスケ,水,200,けいかいかん,,11,mvn_053,れきだ,地,特殊,55,100,24,
005,カモノスケ,水,200,けいかいかん,,11,mvn_055,けんど,地,特殊,55,100,18,
005,カモノスケ,水,200,けいかいかん,,12,MV_271,どりゅうげき,地,特殊,60,100,21,
005,カモノスケ,水,200,けいかいかん,,12,mvn_054,じもん,地,特殊,60,100,21,
005,カモノスケ,水,200,けいかいかん,,13,MV_268,すなあらしげき,地,特殊,65,100,24,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,3,mvn_034,しでん,雷,特殊,15,85,36,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,3,mvn_035,らいめい,雷,特殊,15,85,34,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,3,mvn_045,どかい,地,特殊,15,100,36,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,3,mvn_046,がんばん,地,特殊,15,100,34,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,4,MV_280,すなしばり,地,特殊,20,100,28,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,4,mud_shot,マッドシュート,地,特殊,20,100,36,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,4,mvs_fire_atk_evasion,ほむらのさばき,炎,変化,0,100,15,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,4,mvs_water_def_accuracy,みなものそなえ,水,変化,0,100,15,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,4,spark,スパークショット,雷,特殊,20,100,39,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,5,mvh_ground,がんせきらんだ,地,物理,25,95,15,2〜5発
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,5,mvh_water,らんりゅうれんだ,水,物理,25,95,15,2〜5発
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,7,MVP_021,ぐれんげき,炎,物理,35,100,30,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,7,MV_212,みずでっぽう,水,物理,35,100,36,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,7,MV_233,ひのこ,炎,物理,35,95,32,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,7,MV_256,いしつぶて,地,物理,35,100,36,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,7,mvh_electric,さんれんらいげき,雷,物理,35,90,10,3発(発ごと命中)
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,8,MVP_022,しょうねつけん,炎,物理,40,100,28,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,8,MVP_023,りんかだ,炎,物理,40,100,28,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,8,MVP_041,せいりゅうげき,水,物理,40,100,30,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,8,MVP_061,しでんげき,雷,物理,40,100,30,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,8,MVP_062,らいめいけん,雷,物理,40,100,28,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,8,MVP_081,どかいげき,地,物理,40,100,30,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,8,MV_213,すいりゅうだん,水,物理,40,100,33,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,8,MV_260,めつぶしのすな,地,物理,40,100,32,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,9,MVP_024,あぶりおう,炎,物理,45,100,26,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,9,MVP_042,みずかがみだ,水,物理,45,100,28,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,9,MVP_063,でんこうだ,雷,物理,45,100,28,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,9,MV_168,スパークボルト,雷,物理,45,95,28,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,9,MV_257,がんせきだん,地,物理,45,100,33,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,9,MV_259,すなかけ,地,物理,45,100,30,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,10,MVP_064,たいらいおう,雷,物理,50,100,26,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,10,MVP_082,がんばんけん,地,物理,50,100,28,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,10,MVP_083,ちみゃくだ,地,物理,50,100,28,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,10,MV_182,でんげきさし,雷,物理,50,100,30,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,11,MVP_084,さいどおう,地,物理,55,100,26,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,11,MV_169,でんじしん,雷,物理,55,95,26,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,11,MV_183,いなずまづき,雷,物理,55,100,27,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,11,MV_258,じわれつき,地,物理,55,100,27,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,12,MVP_065,じんらいとつ,雷,物理,60,100,21,
005B,モモノスケ,水/炎,205,燃えるこぶし,放熱器官,12,MVP_085,ちいとつ,地,物理,60,100,21,
006,タマモ,無,210,こうふん,,3,air_cannon,エアーキャノン,無,特殊,15,100,42,
006,タマモ,無,210,こうふん,,3,mvn_001,はっこう,無,特殊,15,85,36,
006,タマモ,無,210,こうふん,,3,mvn_078,りゅうが,竜,特殊,15,100,36,
006,タマモ,無,210,こうふん,,4,MV_119,りゅうきだん,竜,特殊,20,100,39,
006,タマモ,無,210,こうふん,,4,dragon_cannon,ドラゴンキャノン,竜,特殊,20,100,39,
006,タマモ,無,210,こうふん,,4,mvn_002,むそう,無,特殊,20,85,34,
006,タマモ,無,210,こうふん,,4,mvs_neutral_atk_accuracy,むそうのねらい,無,変化,0,100,15,
006,タマモ,無,210,こうふん,,4,mvs_neutral_atk_def,むそうのかまえ,無,変化,0,100,15,
006,タマモ,無,210,こうふん,,4,power_shot,パワーショット,無,特殊,20,100,39,
006,タマモ,無,210,こうふん,,5,MV_118,しょうりゅうだん,竜,特殊,25,100,36,
006,タマモ,無,210,こうふん,,5,MV_147,エナジーショット,無,特殊,25,100,36,
006,タマモ,無,210,こうふん,,5,MV_160,きゅうしょねらい,無,特殊,25,100,28,
006,タマモ,無,210,こうふん,,5,mvn_079,りゅうりんげき,竜,特殊,25,100,34,
006,タマモ,無,210,こうふん,,6,mvn_003,くうめい,無,特殊,30,90,32,
006,タマモ,無,210,こうふん,,6,mvn_004,そげき,無,特殊,30,90,30,
006,タマモ,無,210,こうふん,,6,mvn_080,りゅうみゃくだ,竜,特殊,30,100,32,
006,タマモ,無,210,こうふん,,6,mvn_082,りゅうそう,竜,特殊,30,100,28,
006,タマモ,無,210,こうふん,,7,MV_120,りゅうがんほう,竜,特殊,35,100,39,
006,タマモ,無,210,こうふん,,7,MV_148,こうだん,無,特殊,35,100,33,
006,タマモ,無,210,こうふん,,7,MV_149,くうあつほう,無,特殊,35,100,30,
006,タマモ,無,210,こうふん,,7,dragon_burst,ドラゴンバースト,竜,特殊,35,100,33,
006,タマモ,無,210,こうふん,,8,MV_117,りゅうりんとばし,竜,特殊,40,100,30,
006,タマモ,無,210,こうふん,,8,mvn_081,りゅうそくだん,竜,特殊,40,100,30,
006,タマモ,無,210,こうふん,,9,dragon_breath,ドラゴンブレス,竜,特殊,45,100,27,
006,タマモ,無,210,こうふん,,9,mvn_083,りゅうもん,竜,特殊,45,100,26,
006,タマモ,無,210,こうふん,,10,mvn_084,りゅうい,竜,特殊,50,100,24,
006,タマモ,無,210,こうふん,,10,mvn_085,りゅうせい,竜,特殊,50,100,24,
006,タマモ,無,210,こうふん,,11,mvn_086,りゅうせん,竜,特殊,55,100,24,
006,タマモ,無,210,こうふん,,11,mvn_087,りゅうりん,竜,特殊,55,100,21,
006,タマモ,無,210,こうふん,,12,MV_115,ようりゅうのほうこう,竜,特殊,60,100,24,
006,タマモ,無,210,こうふん,,12,blast_cannon,ブラストキャノン,竜,特殊,60,100,18,
006,タマモ,無,210,こうふん,,13,beam_slicer,ビームスライサー,竜,特殊,65,100,9,
007,ルミカイト,水,230,ディープダイブ,グライド,3,mvn_023,せいりゅう,水,特殊,15,100,36,
007,ルミカイト,水,230,ディープダイブ,グライド,3,mvn_045,どかい,地,特殊,15,100,36,
007,ルミカイト,水,230,ディープダイブ,グライド,3,mvn_046,がんばん,地,特殊,15,100,34,
007,ルミカイト,水,230,ディープダイブ,グライド,4,MV_280,すなしばり,地,特殊,20,100,28,
007,ルミカイト,水,230,ディープダイブ,グライド,4,mud_shot,マッドシュート,地,特殊,20,100,36,
007,ルミカイト,水,230,ディープダイブ,グライド,4,mvn_024,みずかがみ,水,特殊,20,100,34,
007,ルミカイト,水,230,ディープダイブ,グライド,4,water_jet,ウォータージェット,水,特殊,20,100,39,
007,ルミカイト,水,230,ディープダイブ,グライド,5,MV_277,さだん,地,特殊,25,100,30,
007,ルミカイト,水,230,ディープダイブ,グライド,5,aqua_gun,アクアショット,水,特殊,25,100,36,
007,ルミカイト,水,230,ディープダイブ,グライド,5,mvh_ground,がんせきらんだ,地,物理,25,95,15,2〜5発
007,ルミカイト,水,230,ディープダイブ,グライド,5,mvn_025,しおさい,水,特殊,25,100,32,
007,ルミカイト,水,230,ディープダイブ,グライド,5,mvn_047,ちみゃく,地,特殊,25,100,32,
007,ルミカイト,水,230,ディープダイブ,グライド,6,MV_225,すいほうだん,水,特殊,30,100,36,
007,ルミカイト,水,230,ディープダイブ,グライド,6,mvn_026,てきげき,水,特殊,30,100,30,
007,ルミカイト,水,230,ディープダイブ,グライド,6,mvn_048,さいど,地,特殊,30,100,30,
007,ルミカイト,水,230,ディープダイブ,グライド,6,stone_blast,ストーンブラスト,地,特殊,30,100,33,
007,ルミカイト,水,230,ディープダイブ,グライド,7,MV_215,ウォーターカッター,水,特殊,35,100,30,
007,ルミカイト,水,230,ディープダイブ,グライド,7,MV_226,すいふんしゃ,水,特殊,35,100,30,
007,ルミカイト,水,230,ディープダイブ,グライド,7,MV_256,いしつぶて,地,物理,35,100,36,
007,ルミカイト,水,230,ディープダイブ,グライド,7,MV_261,つちけむり,地,特殊,35,100,28,
007,ルミカイト,水,230,ディープダイブ,グライド,7,MV_267,いわなげ,地,特殊,35,100,30,
007,ルミカイト,水,230,ディープダイブ,グライド,7,mvs_big_water,きゅうりゅうのかまえ,水,変化,0,100,10,
007,ルミカイト,水,230,ディープダイブ,グライド,8,MV_269,じめんつきあげ,地,特殊,40,100,27,
007,ルミカイト,水,230,ディープダイブ,グライド,8,bubble_shot,バブルショット,水,特殊,40,100,30,
007,ルミカイト,水,230,ディープダイブ,グライド,8,mvn_049,ちい,地,特殊,40,100,28,
007,ルミカイト,水,230,ディープダイブ,グライド,9,mvn_050,がんぺん,地,特殊,45,100,26,
007,ルミカイト,水,230,ディープダイブ,グライド,9,stone_cannon,ストーンキャノン,地,特殊,45,100,27,
007,ルミカイト,水,230,ディープダイブ,グライド,10,mvn_051,つちかべ,地,特殊,50,100,24,
007,ルミカイト,水,230,ディープダイブ,グライド,10,mvn_052,じがため,地,特殊,50,100,24,
007,ルミカイト,水,230,ディープダイブ,グライド,10,mvs_ep_water,しんすいのきわみ,水,変化,0,100,10,
007,ルミカイト,水,230,ディープダイブ,グライド,11,mvn_053,れきだ,地,特殊,55,100,24,
007,ルミカイト,水,230,ディープダイブ,グライド,11,mvn_055,けんど,地,特殊,55,100,18,
007,ルミカイト,水,230,ディープダイブ,グライド,12,MV_271,どりゅうげき,地,特殊,60,100,21,
007,ルミカイト,水,230,ディープダイブ,グライド,12,mvn_054,じもん,地,特殊,60,100,21,
